Solar,Wind
0,0
0,0
0,0
0,0
0,0.33815196
0,0.6244203
0,0.5715523
0.003920975,0.59469694
0.06562715,0.719475
0.23046896,0.65354884
0.41616806,0.6058802
0.5487133,0.64758396
0.601934,0.7010191
0.6105015,0.6927504
0.53350246,0.66138184
0.43362656,0.6811012
0.27318546,0.70326424
0.0962122,0.52565336
0.001831102,0.4880284
0,0.5081339
0,0.5611455
0,0.6088872
0,0.6040896
0,0.5480087
0,0.5194639
0,0.5094878
0,0.48785868
0,0.48530063
0,0.5166422
0,0.3380853
0,0.35103106
0.008763842,0.3710975
0.1310024,0.31742394
0.3007991,0.22209872
0.44998285,0.31585288
0.55199593,0.3234776
0.5912999,0.35117853
0.58636814,0.39641073
0.5254864,0.435058
0.4138446,0.46064717
0.26207876,0.4475679
0.09414289,0.24515605
0.002179463,0.2701919
0,0.2681621
0,0.23850234
0,0.24840498
0,0.22179821
0,0.17930627
0,0.14314084
0,0.12497483
0,0.1201235
0,0.1123343
0,0.10303406
0,0.08270011
0,0.039871264
0.009811365,0.044252753
0.13342698,0.062431525
0.29712978,0.007918298
0.43683556,0
0.5119409,0
0.5452119,0
0.5406637,0
0.4611638,0
0.3500806,0
0.22449763,0
0.081822105,0
0.002159384,0
0,0.002761817
0,0.05166686
0,0.09788198
0,0.18650451
0,0.20448108
0,0.18577985
0,0.22716777
0,0.3922199
0,0.555802
0,0.5679723
0,0.49032056
0,0.4319413
0.006893309,0.42008418
0.08415423,0.49644935
0.1611808,0.5213689
0.22718205,0.6733732
0.34842417,0.7374305
0.3934128,0.7771113
0.33833888,0.8377918
0.27213487,0.74666923
0.18361636,0.6204075
0.11451908,0.4427087
0.054913744,0.12949283
0.002198505,0.13021159
0,0.12610239
0,0.1585933
0,0.15802903
0,0.124666885
0,0.0941165
0,0.13855024
0,0.096963905
0,0.07249527
0,0.065544315
0,0.055751488
0,0.039700843
0,0.029068805
0.011597472,0.0426878
0.1354316,0.07168374
0.29862422,0.05205007
0.43945488,0.06895058
0.5362917,0.06853645
0.5741524,0.09333446
0.5706432,0.13588005
0.51374567,0.1828027
0.40784672,0.20426993
0.2624566,0.19012283
0.1002655,0.10388617
0.003499358,0.07998237
0,0.036442947
0,0.000726092
0,0
0,0.013126302
0,0.011189889
0,0.015721096
0,0.015608109
0,0.013104213
0,0
0,0
0,0
0,0
0.01113434,0
0.12416792,0
0.27192077,0
0.40100637,0
0.50772274,0
0.5434766,0
0.51455814,0
0.33904353,0.015999233
0.2483543,0.11898194
0.15862972,0.40444267
0.068042055,0.6332251
0.002941917,0.660316
0,0.6182951
0,0.5402033
0,0.49357098
0,0.45798907
0,0.45925695
0,0.47146952
0,0.46435347
0,0.4158631
0,0.37651858
0,0.35793805
0,0.3105687
0,0.25260326
0.01506946,0.20055445
0.1504446,0.08258398
0.3202199,0.0749104
0.4635259,0.03912772
0.5590135,0
0.5940496,0
0.58866346,0
0.53444266,0
0.4280548,0
0.27939746,0.009297526
0.111737736,0.074960515
0.004870378,0.22177039
0,0.25066006
0,0.14555886
0,0.062501505
0,0.007158542
0,0
0,0
0,0
0,0
0,0
0,0.034044314
0,0.040122163
0,0.054075673
0.016557004,0.0634649
0.15141818,0.0873272
0.31855506,0.13115992
0.46476376,0.26807696
0.566144,0.33238807
0.6047102,0.35709023
0.5994695,0.3421649
0.5432657,0.3137788
0.4331557,0.27457443
0.282662,0.25205323
0.11319465,0.20728989
0.00547052,0.3047201
0,0.32345137
0,0.34732223
0,0.4417147
0,0.5648205
0,0.64211714
0,0.6817974
0,0.6743364
0,0.7229388
0,0.8485943
0,0.8798281
0,0.80265707
0,0.6788858
0.016321193,0.5888956
0.15036105,0.5521879
0.30966863,0.57658494
0.4389126,0.6360722
0.5460383,0.65760994
0.56988466,0.68151236
0.58688855,0.72112834
0.5317807,0.742921
0.42614892,0.7493945
0.2769357,0.7228927
0.110757485,0.6653309
0.005813466,0.7509993
0,0.84320194
0,0.86881405
0,0.87264866
0,0.8658219
0,0.8290699
0,0.78749216
0,0.75395256
0,0.72504604
0,0.6815247
0,0.6309589
0,0.5471418
0,0.54545563
0.018816251,0.52723694
0.14106293,0.4882192
0.30194497,0.47948524
0.40474427,0.42438495
0.5404524,0.42584708
0.58500034,0.4320658
0.57916546,0.4347788
0.5143882,0.40036774
0.41571593,0.34883547
0.27395666,0.35868737
0.1112343,0.40984228
0.006410536,0.5110511
0,0.55316246
0,0.54303247
0,0.549465
0,0.58152425
0,0.64074045
0,0.681945
0,0.642938
0,0.56384254
0,0.5205157
0,0.46234384
0,0.3038782
0,0.24954043
0.022287825,0.16533658
0.169203,0.0915273
0.34057915,0.09290054
0.4875503,0.133572
0.5883932,0.17084575
0.6298563,0.21438988
0.62489814,0.25734296
0.5669132,0.27276275
0.45503962,0.2400457
0.30089435,0.18664946
0.12624289,0.14157258
0.007943343,0.16884375
0,0.16556464
0,0.2229296
0,0.3468946
0,0.47935146
0,0.5929381
0,0.5625705
0,0.39630157
0,0.2356386
0,0.13864875
0,0.09279797
0,0.07133491
0,0.037019767
0.024432084,0.005473984
0.17223854,0
0.3383946,0
0.48112118,0.036617387
0.5797135,0.079341
0.61679524,0.13354607
0.6115501,0.18014441
0.55530584,0.20016992
0.445722,0.19311304
0.29629573,0.16750632
0.12648506,0.12627454
0.008658276,0.2739319
0,0.283412
0,0.2638371
0,0.27409545
0,0.31818497
0,0.35461655
0,0.3679837
0,0.34983978
0,0.34190363
0,0.35905072
0,0.376667
0,0.28257793
0,0.34537637
0.02689472,0.34944677
0.17865364,0.28135252
0.34529868,0.21722522
0.48951107,0.29967198
0.59014773,0.39835286
0.6283172,0.46260142
0.62355983,0.5139821
0.5664277,0.53861
0.45683703,0.4976798
0.30440518,0.4253295
0.13178688,0.3654405
0.009689828,0.41192228
0,0.39501822
0,0.39575714
0,0.39939594
0,0.38916016
0,0.36540446
0,0.34412625
0,0.31700566
0,0.29533258
0,0.25690225
0,0.22850835
0,0.19749194
0,0.21024436
0.029013464,0.2220984
0.18184006,0.15291166
0.34708607,0.08653753
0.4901079,0.17090099
0.59018755,0.2934956
0.6281255,0.39236248
0.6231713,0.43423077
0.5640735,0.41106957
0.4533363,0.37248436
0.29736134,0.32120186
0.13011174,0.32891068
0.010214336,0.36483446
0,0.31173065
0,0.27390125
0,0.24044365
0,0.1820987
0,0.12146606
0,0.09014277
0,0.07382936
0,0.06106491
0,0.06599515
0,0.071473
0,0.03396729
